id,rating,reviewable_type,entity_id,comment,manual_label
286,1,hotel,16,"Massively overpriced and underwhelming. Room poor state of repair, holes in netting, cupboard doors hanging, awful smell. Pool turned green. Everything done on the cheap.",negative,
287,3,hotel,16,"Superficially attractive but overpriced. Food and service issues reported in some stays. Maintenance and cleanliness concerns.",neutral,
288,3,hotel,17,"Great breakfast included. Private beach access huge plus. Some notes on quiet/relaxing but overall high scores with minor notes on value or specifics.",neutral,
289,3,hotel,15,"Sparkling clean, free airport transfer, great breakfast. Quiet and peaceful. Short drive from airport. Minor notes on basic nature for the category.",neutral,
290,3,hotel,10,"Mostly exceptional but occasional notes on price being high and some policy changes on complimentary items. Service and location outstanding overall.",neutral,
291,3,hotel,1,"It was good and decent but needs to clean the room more and make sure no mosquitoes on beddings. Too many mosquitoes on bed.",neutral,
292,3,hotel,2,"Staff a little unkind on arrival. Wouldn’t let early check-in without extra money. Location convenient for mall but far from main beach.",neutral,
293,3,hotel,3,"AC not working on arrival, took hours to fix. Construction noise. Breakfast average. Location good.",neutral,
294,3,hotel,11,"Pool under construction/renovation during stay. Breakfast amazing but dinner not liked as much. Staff professional.",neutral,
295,1,hotel,19,"Multiple reviews of food poisoning continue. Manager did nothing. Only one place to eat on island. Worst trip.",negative,
